page,capture_date,location,price,size,built,floor,url,text

nepremicnine,2020-09-06T14:23:26.077537,LJ. BEŽIGRAD,200.0,15.0,1998,,https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6358069/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. bežigradstrong , 15 m2, soba, zgrajena l. 1998, samo za študentko. opremljeno sobo s souporabo kuhinje in sanitarij, oddamo. cena: cca 200,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- ekonomska fakulteta br -- fakulteta za družbene vede br br div 
        energ. razred:
        div class= icon16 ei ei-9999 div  ei ni potrebna (334.člen ez-1)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6358069 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription ul li nadaljujli ul div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041586-566 onclick= trackoutboundlink('0.zasebna ponudba 041586-566', 'oglas-click-tel'); 041586-566a p div"

nepremicnine,2020-09-06T14:23:26.077537,LJ. BEŽIGRAD,300.0,13.5,1958,PK,https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6360472/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. bežigradstrong , 13,5 m2, soba, zgrajena l. 1958, pk1 nad., , enoposteljna soba s souporabo v celoti opremljene kuhinje in dnevne sobe, kopalnice z wc-jem, pralnice ter velikega vrta, stroški so vključeni v ceno, soba je primerna za študenta ali študentko, oddamo. cena: 300,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- ekonomska fakulteta br -- fakulteta za družbene vede br -- pedagoška fakulteta br br div 
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6360472 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    br div class= lbl style= width:auto; šifra oglasa:div div class= dsc strong o5583strong div br div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p strong enoposteljna soba za bežigradombr (izključno za študente)strong p p oddamo enoposteljno sobo primerno za študenta ali študentko. soba se nahaja v samostojni hiši, na odlični lokaciji za bežigradom. vsi stroški so vključeni v ceno.p p strong infrastrukturastrong p p hiša, v kateri se oddaja soba, se nahaja v neposredni bližini celotne infrastrukture - 200 m zračne linije od poslovne stavbe smelt. v neposredni bližini se nahaja ekonomska fakulteta, pedagoška fakulteta, fakulteta za družbene vede in fakulteta za upravo. lokacija nudi vse prednosti mestnega življenja, hkrati pa omogoča hiter pobeg v naravo in aktivno preživljanje prostega časa. udobno in sproščeno bivanje nudi vsa infrastruktura v neposredni bližini: fakultete, pošta, lekarna, gostinski lokali itd. dostop do obvoznice je enostaven in hiter. p p strong dodatnostrong p p soba je primerna izključno za študente. p p pogoj najemodajalca za sklenitev posla: najemnik prevzame v plačilo del stroška sestave najemne pogodbe, kar vključuje naslednja dejanja posrednika: izvedbo primopredaje nepremičnine in sestavo zapisnika, sodelovanje pri prepisu naročnin, pripravo in hrambo slikovnega gradiva, t.j. najemnik pri oglaševani najemnini plača 291,00 eur plus 22 % ddv.p p strong ostalo ponudbo naših nepremičnin, novogradenj ter iskalcev nepremičnin si lahko ogledate na spodnji povezavi nad referenčno številko!strong p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    mesto nepremičnin d.o.o. br podmilščakova ulica 25br 1000 ljubljanabr tel.: a href= tel:041637-172 onclick= trackoutboundlink('mesto nepremičnin d.o.o. 041637-172', 'oglas-click-tel'); 041637-172a jure boh, a href= tel:051650-777 onclick= trackoutboundlink('mesto nepremičnin d.o.o. 051650-777', 'oglas-click-tel'); 051650-777a pisarna, a href= tel:01507-10-60 onclick= trackoutboundlink('mesto nepremičnin d.o.o. 01507-10-60', 'oglas-click-tel'); 01507-10-60a pisarnap div"

nepremicnine,2020-09-06T14:23:26.077537,LJ. BEŽIGRAD,290.0,13.0,1985,1,https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6359562/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. bežigradstrong , 13 m2, soba, zgrajena l. 1985, adaptirana l. 2020, 11 nad., na obrobju ljubljana - bežigrada oddam svetlo sobo, ki je popolnoma opremljena z vso opremo. med opremo sodi tudi samostojen hladilnik, oddamo. cena: cca 290,00 eurmesdiv 
	    
        
        energ. razred:
        div class= icon16 ei ei-4 b2div  (25 - 35 kwhm2a)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6359562 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p soba je zelo svetla, saj ima vgrajeno veliko 6 komorno okno slovenskega proizvajalca. okno omogoča poseben način prezračevanja oz cirkulacije zraka v prostoru. okno je v najvišjem energetskem razredu. p p med opremo sobe sodi tudi samostojen hladilnik z prostorom za zamrzovanje. hladilnik je primeren za shranjevanje vseh vrst živil ( hrana in pijača ). možnost tudi kratkotrajnega zamrzovanja.p p  za delo ali razvedrilo je notri pisalna miza.p p  notri se nahaja velika 3 delna omara z poličnim in obešalnim delom.p p  osvetlitev v sobi je narejena z profesionalnimi led lučmi znamke paulmann, ki so res vrhunske kvalitete in ne povzročajo svetlobnega sevanja, ampak  oddajajo prijetno in zdravo svetlobo za oči. ravno tako nočne lučke isto vsebujejo led žarnice.p p ogrevanje je na električne marmorne plošče. to ogrevanje deluje na principu akumulacije toplote v kamnu, in dejansko prostor greje segret kamen. to gretje je ekvivalentno gretju z krušno pečjo oz. na naraven način , saj ne suši zraka, ne vzdiguje prašnih delcev in je prijetno na občutek. p p za ležišče je namenjena velika zakonska postelja dimenzij 180x200, z ortopedskim ležiščem, ki je primerna za ljudi s težavami s hrbtenico ali z bolečinami v križu.p p možnost brezžične povezave.p p zmontiran je lcd televizor, ki ima možnost priklopa preko hdmi kabla na osebni računalnik ali laptop. vgrajen dvd in divx predvajalnik.p p v bližini se nahaja nekje 30 km sprehajalnih in tekaških poti, ketere so v naravi in nudijo odlične možnosti sprostitve in rekreacije v obliki teka, kolesarjenja ali pa sprehodov. okolica je popolnoma umirjena.p p povezava z avtobusi je urejena s številkami 6, 8, 21 in 12d.p p  je možnost parkiranja, saj je na voljo lasten prostor za parkiranje, tako da bojazni, da nebi bilo možnosti parkirati ni. p p soba je primerna za mirno in urejeno osebo, ki si želi v svojem bivalnem okolju zasebnosti in miru.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:031236-837 onclick= trackoutboundlink('0.zasebna ponudba 031236-837', 'oglas-click-tel'); 031236-837a mobitelp div"

nepremicnine,2020-09-06T14:23:26.077537,LJ. BEŽIGRAD,330.0,10.5,1958,VP,https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6360464/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. bežigradstrong , 10,5 m2, soba, zgrajena l. 1958, vp1 nad., , enoposteljna soba s souporabo v celoti opremljene kuhinje in dnevne sobe, kopalnice z wc-jem, pralnice ter velikega vrta, stroški so vključeni v ceno, primerno za študenta ali študentko, oddamo. cena: 330,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- ekonomska fakulteta br -- fakulteta za družbene vede br -- pedagoška fakulteta br br div 
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6360464 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    br div class= lbl style= width:auto; šifra oglasa:div div class= dsc strong o5582strong div br div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p strong enoposteljna soba za bežigradombr (izključno za študente)strong p p oddamo enoposteljno sobo primerno za študenta ali študentko. soba se nahaja v samostojni hiši, na odlični lokaciji za bežigradom. vsi stroški so vključeni v ceno.p p strong infrastrukturastrong p p hiša, v kateri se oddaja soba se nahaja v neposredni bližini celotne infrastrukture - 200 m zračne linije od poslovne stavbe smelt. v neposredni bližini se nahaja ekonomska fakulteta, pedagoška fakulteta, fakulteta za družbene vede ter fakulteta za upravo. lokacija nudi vse prednosti mestnega življenja, hkrati pa omogoča hiter pobeg v naravo in aktivno preživljanje prostega časa. udobno in sproščeno bivanje nudi vsa infrastruktura v neposredni bližini: fakultete, vrtec, pošta, lekarna, gostinski lokali itd. dostop do obvoznice je enostaven in hiter. p p strong dodatnostrong p p soba je primerna izključno za študente. p p pogoj najemodajalca za sklenitev posla: najemnik prevzame v plačilo del stroška sestave najemne pogodbe, kar vključuje naslednja dejanja posrednika: izvedbo primopredaje nepremičnine in sestavo zapisnika, sodelovanje pri prepisu naročnin, pripravo in hrambo slikovnega gradiva, t.j. najemnik pri oglaševani najemnini plača 297,00 eur plus 22 % ddv.p p strong ostalo ponudbo naših nepremičnin, novogradenj ter iskalcev nepremičnin si lahko ogledate na spodnji povezavi nad referenčno številko!strong p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    mesto nepremičnin d.o.o. br podmilščakova ulica 25br 1000 ljubljanabr tel.: a href= tel:041637-172 onclick= trackoutboundlink('mesto nepremičnin d.o.o. 041637-172', 'oglas-click-tel'); 041637-172a jure boh, a href= tel:051650-777 onclick= trackoutboundlink('mesto nepremičnin d.o.o. 051650-777', 'oglas-click-tel'); 051650-777a pisarna, a href= tel:01507-10-60 onclick= trackoutboundlink('mesto nepremičnin d.o.o. 01507-10-60', 'oglas-click-tel'); 01507-10-60a pisarnap div"

nepremicnine,2020-09-06T14:23:26.077537,LJ. BEŽIGRAD,200.0,10.0,2015,6,https://www.nepremicnine.net/oglasi-oddaja/lj-bezigrad-stanovanje_6356453/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca lj. bežigradstrong , 10 m2, soba, adaptirana l. 2015, 610 nad., s 1.10. oddamo opremljeno enoposteljno sobo, za mladega zaposlenega ali študenta nekadilca, oddamo. cena: 200,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- ekonomska fakulteta br -- fakulteta za socialno delo br -- pedagoška fakulteta br br div 
        energ. razred:
        div class= icon16 ei ei-9999 div  ei ni potrebna (334.člen ez-1)
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6356453 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p s 1.10.20 oddamo opremljeno enoposteljno sobo s  posteljo,  tridelno omaro in manjšim knjižnim regalom (najemnina 200 eurmesec). soba ima tri okna.p p najem se plačuje  z enomesečnim predplačilom ter obvezna varščina v višini ene najemnine. stroški dodatno in fiksni, od maja do oktobra 60 eur, od novembra do aprila pa 20 eur več. pralni stroj, wifi, blizu linhartove tako da ste peš v 10-15 minutah v centru mesta(glavna postaja), v neposredni blizini fakultete za socialno delo, peš dosegljivo do kliničnega centra in ekonomske fakultete in fakultete za medicino. skupna kuhinja in kopalnica. na voljo izključno za nekadilce, ni za domače živali, samo za odgovorne urejene in mirne študente ali mlade zaposlene, do maksimalno 35 let. pogodba in prijava.parkiranje brezplačno v okolici bloka.ogled možen a nujno en dan vnaprej dogovorjen. ogled bo npr možen 15 in 17 septembra oz prej po dogovoru ker nisem iz ljubljane.  merkator par korakov od glavnega vhoda.  več informacij samo za resne kandidate 051 385 430.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:051385-430 onclick= trackoutboundlink('0.zasebna ponudba 051385-430', 'oglas-click-tel'); 051385-430a p div"

nepremicnine,2020-09-06T14:23:26.077537,"JEŽICA, BEŽIGRAD, RUSKI CAR",230.0,80.0,2000,P,https://www.nepremicnine.net/oglasi-oddaja/jezica-bezigrad-ruski-car-stanovanje_6359280/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca ježica, bežigrad, ruski carstrong , 80 m2, soba, zgrajena l. 2000, adaptirana l. 2020, 100 m2 zemljišča, pp, študentske enoposteljne sobe, wifi 10010 mbps, 180 tv programov in fiksni mesečni stroški. 3 min do lpp 6,8,11,14, oddamo. cena: 230,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- ekonomska fakulteta br -- fakulteta za družbene vede br -- pedagoška fakulteta br br div 
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6359280 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p v novi hiši za bežigradom (ruski car) in v urejenem okolju oddamo lepe, prostorne in svetle enoposteljne sobe. odlična lokacija: 3 min. do avtobusa (6, 8, 11, 14), 10 min do fdv, ef, pf, fu. stanovanje je v celoti opremljeno, nudi brezžični internet  10010 mbits, tv s 180 programi, opremljeno kuhinjo, zunanji prostor za jutranje kavice in kopalnico s stekleno tuš kabino. najemnina z vključenimi fiksnimi stroški znaša 230€ – 310€ (odvisno od velikosti sobe). varščina znaša 430€. oddamo za obdobje 01.10.2020 – 30.06.2021.p p pogoji za sprejem:p p - miren, resen študentka, ki skrbi za čistočop p - nekadileckap p - brez hišnih ljubljenčkovp p - privatno parkirišče in občasne prenočitve tretjih oseb z doplačilomp p za ogled in dodatne informacije pokličite na 041721-528 ali pišite na demsarp@gmail.com.p div br nepremicnine.net(c). div 
        div class= kontakt-opis h3 kontaktni podatkih3 p 
    zasebna ponudbabr tel.: a href= tel:041721-528 onclick= trackoutboundlink('0.zasebna ponudba 041721-528', 'oglas-click-tel'); 041721-528a p div"

nepremicnine,2020-09-06T14:23:26.077537,JEŽICA,205.0,80.0,2019,VP,https://www.nepremicnine.net/oglasi-oddaja/jezica-stanovanje_6359071/,"div id= opis 
        div class= kratek itemprop= description strong class= rdeca ježicastrong , 80 m2, soba, adaptirana l. 2019, vp1 nad., oddamo dve mesti v dvo-posteljni sobi. vaše povpraševanje pričakujemo na telefonski številki: 031 273 167 (ga. marija), oddamo. cena: 205,00 eurmesdiv 
	    div class= kratek stanovanje je primerno tudi za študente.div 
        div v bližini se nahajajo: br  -- ekonomska fakulteta br -- fakulteta za družbene vede br -- pedagoška fakulteta br br div 
        
        !--br a rel= nofollow href= extform-kontakt.php?form=nepremicnine&id=6359071 class= potrdi gumb cbox iframe send_ask pošlji povpraševanjebr  ali ponudi menjavo svoje nepremičninea -- 
    div id= obcina_stats_append div 
          div class= web-opis 
            h3 dodaten opish3 div itemprop= disambiguatingdescription p v 3-sobnem stanovanju v privatni hiši oddamo posteljo dvema študentoma ali študentkama. v stanovanju so že 3 študentje. stanovanje se nahaja v hiši za bežigradom (ježica). v neposredni bližini so avtobusne linije (6,8,11,14,18), trgovina, pošta, pekarna, banka, športni objekti,...p p stanovanje ima eno eno-posteljno sobo, dve dvo-posteljni sobi, kuhinjo, predsobo, kopalnico s straniščem. stanovanje je bilo obnovljeno leta 2019, kuhinja je nova.p p stanovanje je opremljeno z brezžičnim internetom (optika 10010).p p najemnina znaša 205€ z vključenimi stroški. najemnina se zaračunava do 10 tega v mesecu za tekoči mesec.p p postelji oddajamo za prihajajoče študijsko leto 202021 od oktobra do julija. vselitev je možna takoj oz. po dogovoru.p p vaše povpraševanje pričakujemo na telefonski številki: 031 273 167 (ga. marija).p div br nepremicnine.net(c). div 
